name,iata,icao,country,lat,lon
Azamgarh Airport,AZH,VEAH,India,26.155241,83.117126
Babo Airport,BXB,WASO,Indonesia,-2.53224,133.438797
Bacau International Airport,BCM,LRBC,Romania,46.521938,26.910271
Bacolod City Silay International Airport,BCD,RPVB,Philippines,10.776905,123.018394
Badajoz Airport,BJZ,LEBZ,Spain,38.891251,-6.82133
Badin Talhar Airport,BDN,OPTH,Pakistan,24.841511,68.838402
Badu Island Airport,BDD,YBAU,Australia,-10.15,142.173401
Bafoussam Airport,BFX,FKKU,Cameroon,5.536919,10.35458
Bage Comandante Gustavo Kraemer Airport,BGX,SBBG,Brazil,-31.390499,-54.112202
Baghdad International Airport,BGW,ORBI,Iraq,33.262501,44.234444
Baglung Airport,BGL,VNBL,Nepal,28.212799,83.666298
Baguio Loakan Airport,BAG,RPUB,Philippines,16.375099,120.619598
Bahawalpur Airport,BHV,OPBW,Pakistan,29.348057,71.717781
Bahia Blanca Comandante Espora Airport,BHI,SAZB,Argentina,-38.724899,-62.1693
Bahia Solano Jose Celestino Mutis Airport,BSC,SKBS,Colombia,6.202936,-77.394798
Bahir Dar Airport,BJR,HABD,Ethiopia,11.60807,37.32164
Bahrain International Airport,BAH,OBBI,Bahrain,26.27083,50.63361
Baia Mare Airport,BAY,LRBM,Romania,47.658379,23.47002
Baicheng Chang'an Airport,DBC,ZYBA,China,45.50528,123.019722
Baidoa Airport,BIB,HCMB,Somalia,3.102134,43.627441
Baie Comeau Airport,YBC,CYBC,Canada,49.1325,-68.204399
Bainbridge Decatur County Airport,BGE,KBGE,United States,30.972855,-84.635307
Bairnsdale Airport,BSJ,YBNS,Australia,-37.887501,147.567993
Baise Bama Airport,AEB,ZGBS,China,23.719469,106.967773
Baishan Changbaishan Airport,NBS,ZYBS,China,42.088055,127.548889
Bajawa Turelelo Soa Airport,BJW,WATB,Indonesia,-8.7125,121.0625
Bajhang Airport,BJH,VNBG,Nepal,29.538364,81.183578
Bajura Airport,BJU,VNBR,Nepal,29.502832,81.668304
Bakelalan Airport,BKM,WBGO,Malaysia,3.973691,115.617157
Baker City Municipal Airport,BKE,KBKE,United States,44.837299,-117.808998
Baker Lake Airport,YBK,CYBK,Canada,64.298882,-96.077698
Bakersfield Meadows Field Airport,BFL,KBFL,United States,35.433861,-119.056999
Baku Heydar Aliyev International Airport,GYD,UBBB,Azerbaijan,40.467499,50.046661
Balalae,BAS,AGGE,Solomon Islands,-6.99111,155.88559
Balboa Panama Pacifico International Airport,BLB,MPPA,Panama,8.914011,-79.598091
Balcanoona Airport,LCN,YBLC,Australia,-30.534555,139.33754
Balgo Hill Airport,BQW,YBGO,Australia,-20.153719,127.977119
Balikesir Airport,BZI,LTBF,Turkey,39.619251,27.925949
Balikpapan Sepinggan Airport,BPN,WALL,Indonesia,-1.26827,116.894402
Balkanabat Airport,BKN,UTAN,Turkmenistan,39.67878,54.205635
Balkhash Airport,BXH,UAAH,Kazakhstan,46.893299,75.004997
Ballarat Airport,QLB,YBLT,Australia,-37.509186,143.794495
Ballera Airport,BBL,YLLE,Australia,-27.408333,141.808334
Ballina Byron Gateway Airport,BNK,YBNA,Australia,-28.833235,153.56192
Balmaceda Airport,BBA,SCBA,Chile,-45.916,-71.6894
Balranald Airport,BZD,YBRN,Australia,-34.623352,143.577362
Balsas Airport,BSS,SNBS,Brazil,-7.525711,-46.052944
Baltimore Martin State Airport,MTN,KMTN,United States,39.321667,-76.411667
Baltimore Washington International Airport,BWI,KBWI,United States,39.175362,-76.668297
Baltrum Airport,BMR,EDWZ,Germany,53.724724,7.373333
Bam Airport,BXR,OIKM,Iran,29.084208,58.449783
Bamaga Northern Peninsula Airport,ABM,YNPE,Australia,-10.945702,142.454697
Bamako Senou International Airport,BKO,GABS,Mali,12.53354,-7.94994
Bamberg Breitenau Airport,QCB,EDQA,Germany,49.921146,10.915216
Bamenda Airport,BPC,FKKV,Cameroon,6.039239,10.12263
Ban Houeisay Airport,HOE,VLHS,Laos,20.260511,100.436783
Banda Aceh International Airport,BTJ,WITT,Indonesia,5.523522,95.420372
Bandar Abbas International Airport,BND,OIKB,Iran,27.218309,56.37785
Bandar Lampung Radin Inten II Airport,TKG,WILL,Indonesia,-5.242863,105.179253
Bandar Lengeh Airport,BDH,OIBL,Iran,26.532,54.824841
Bandon State Airport,BDY,KS05,United States,43.085926,-124.40786
Bandundu Airport,FDU,FZBO,Democratic Republic Of The Congo,-3.31131,17.381445
Bandung Husein Sastranegara International Airport,BDO,WICC,Indonesia,-6.90062,107.576202
Bangkok Don Mueang International Airport,DMK,VTBD,Thailand,13.9125,100.606697
Bangkok Suvarnabhumi Airport,BKK,VTBS,Thailand,13.6811,100.7472
Bangor International Airport,BGR,KBGR,United States,44.807442,-68.828102
Bangui Airport,BGF,FEFF,Central African Republic,4.398475,18.51878
Banja Luka International Airport,BNX,LQBK,Bosnia And Herzegovina,44.941441,17.297501
Banjarmasin Syamsudin Noor Airport,BDJ,WAOO,Indonesia,-3.44235,114.762497
Banjul International Airport,BJL,GBYD,Gambia,13.33796,-16.652201
Bankstown Airport,BWU,YSBK,Australia,-33.9244,150.988297
Banning Municipal Airport,BNG,KBNG,United States,33.922531,-116.852928
Bantry Airport,BYT,EIBN,Ireland,51.677135,-9.487346
Baoshan Yunduan Airport,BSD,ZPBS,China,25.055182,99.16143
Baotou Erliban Airport,BAV,ZBOW,China,40.55999,109.996902
Baraboo Wisconsin Dells Airport,QDL,KDLL,United States,43.522129,-89.770317
Barahona Maria Montez International Airport,BRX,MDBH,Dominican Republic,18.251459,-71.120399
Barbuda International Airport,BBQ,TAPB,Antigua And Barbuda,17.621096,-61.798176
Barcaldine Airport,BCI,YBAR,Australia,-23.559168,145.301941
Barcelona El Prat Airport,BCN,LEBL,Spain,41.29707,2.078463
Barcelona Jose Antonio Anzoategui International Airport,BLA,SVBC,Venezuela,10.10713,-64.689102
Barcelonnette Saint Pons Airport,BAE,LFMR,France,44.387161,6.609078
Barcelos Airport,BAZ,SWBC,Brazil,-0.98118,-62.918777
Bardera Airport,BSY,HCMD,Somalia,2.332724,42.31031
Bardstown Samuels Field Airport,BRY,KBRY,United States,37.814301,-85.499603
Bardufoss Airport,BDU,ENDU,Norway,69.055748,18.54035
Bareilly Airport,BEK,VIBY,India,28.422232,79.450691
Bari Karol Wojtyla Airport,BRI,LIBD,Italy,41.138527,16.760633
Barimunya Airport,BYP,YBRY,Australia,-22.673889,119.166115
Barinas Airport,BNS,SVBI,Venezuela,8.619575,-70.220802
Bario Airport,BBN,WBGZ,Malaysia,3.736944,115.469398
Barisal Airport,BZL,VGBR,Bangladesh,22.798943,90.301445
Barkly Downs Airport,BKP,YBAW,Australia,-20.495832,138.474731
Barnaul Airport,BAX,UNBB,Russia,53.36377,83.538528
Barnwell Regional Airport,BNL,KBNL,United States,33.262321,-81.386368
Barquisimeto Jacinto Lara International Airport,BRM,SVBM,Venezuela,10.04274,-69.358597
Barra Airport,BRR,EGPR,United Kingdom,57.024841,-7.448879
Barra do Garcas Airport,BPG,SBBW,Brazil,-15.8613,-52.388802
Barrancabermeja Yariguies Airport,EJA,SKEJ,Colombia,7.024331,-73.806801
Barranquilla Ernesto Cortissoz International Airport,BAQ,SKBQ,Colombia,10.88946,-74.780602
Barre Montpelier Edward F Knapp State Airport,MPV,KMPV,United States,44.200516,-72.563248
Barreiras Airport,BRA,SNBR,Brazil,-12.073056,-45.008331
Barreirinhas Airport,BRB,SSRS,Brazil,-2.756628,-42.802662
Barretos Chafei Amsei State Airport,BAT,SNBA,Brazil,-20.58502,-48.594852
Barrie Lake Simcoe Regional Airport,YLK,CYLS,Canada,44.48605,-79.555603
Barrow Island Airport,BWB,YBWX,Australia,-20.864401,115.405998
Barrow-in-Furness Walney Island Airport,BWF,EGNL,United Kingdom,54.131161,-3.26366
Barstow Daggett Airport,DAG,KDAG,United States,34.852608,-116.788826
Barter Island LRRS Airport,BTI,PABA,United States,70.131943,-143.623886
Bartlesville Municipal Airport,BVO,KBVO,United States,36.762501,-96.0112
Bartow Municipal Airport,BOW,KBOW,United States,27.943333,-81.783333
Basco Airport,BSO,RPUO,Philippines,20.453056,121.977776
Basel Mulhouse-Freiburg EuroAirport,BSL,LFSB,France,47.5989,7.5283
Basra International Airport,BSR,ORMM,Iraq,30.549061,47.66214
Basse-Terre Baillif Airport,BBR,TFFB,Guadeloupe,16.013573,-61.742863
Basseterre Robert L. Bradshaw International Airport,SKB,TKPK,Saint Kitts And Nevis,17.31119,-62.718601
Bastia Poretta Airport,BIA,LFKB,France,42.549999,9.484722
Bata Airport,BSG,FGBT,Equatorial Guinea,1.900837,9.804973
Batagay Airport,BQJ,UEBB,Russia,67.648888,134.695007
Batagay-Alyta Sakkyryr Airport,SUK,UEBS,Russia,67.791939,130.390823
Batajnica Air Base,BJY,LYBT,Serbia,44.936848,20.252264
Batam Hang Nadim Airport,BTH,WIDD,Indonesia,1.121028,104.118698
Batesville Regional Airport,BVX,KBVX,United States,35.7262,-91.647301
Bathinda Airport,BUP,VIBT,India,30.2701,74.755798
Bathurst Airport,ZBF,CZBF,Canada,47.629719,-65.7388
Bathurst Airport,BHS,YBTH,Australia,-33.400002,149.649994
Batman Airport,BAL,LTCJ,Turkey,37.928959,41.116581
Batna International Airport,BLJ,DABT,Algeria,35.759167,6.3225
Baton Rouge Metropolitan Airport,BTR,KBTR,United States,30.5329,-91.149803
Batsfjord Airport,BJF,ENBS,Norway,70.600273,29.692499
Batticaloa International Airport,BTC,VCCB,Sri Lanka,7.705388,81.67762
Battle Creek Kalamazoo International Airport,BTL,KBTL,United States,42.307301,-85.251503
Battle Mountain Airport,BAM,KBAM,United States,40.599747,-116.875999
Batu Licin Airport,BTW,WAOC,Indonesia,-3.41241,115.995003
Batumi International Airport,BUS,UGSB,Georgia,41.610271,41.599689
Bau-Bau Betoambari Airport,BUW,WAAB,Indonesia,-5.48687,122.569
Bauchi Airport,BCU,DNBA,Nigeria,10.486814,9.743292
Baudette International Airport,BDE,KBDE,United States,48.728382,-94.612091
Bauru Arealva Airport,JTC,SBAE,Brazil,-22.157778,-49.068333
Bautzen Airport,QEB,EDAB,Germany,51.193542,14.519808
Bay City Regional Airport,BBC,KBYY,United States,28.97315,-95.863335
Bay St. Louis Stennis International Airport,QSS,KHSA,United States,30.366703,-89.45446
Bayankhongor Airport,BYN,ZMBH,Mongolia,46.099998,100.683334
Bayannur Tianjitai Airport,RLK,ZBYZ,China,40.926388,107.738892
Baykonur Krayniy Airport,BXY,UAOL,Kazakhstan,45.621822,63.210751
Bayreuth Bindlacher Berg Airport,BYU,EDQD,Germany,49.984421,11.63856
Baytown Airport,HPY,KHPY,United States,29.785995,-94.952606
Bazhong Enyang Airport,BZX,ZUBZ,China,31.738056,106.64389
Beagle Bay Airport,BEE,YBGB,Australia,-17.0165,122.6464
Bearskin Lake Airport,XBE,CNE3,Canada,53.964573,-91.030884
Beatrice Municipal Airport,BIE,KBIE,United States,40.299999,-96.75
Beaufort County Airport,BFT,KARW,United States,32.410831,-80.635002
Beaufort Michael J. Smith Field Airport,QNM,KMRH,United States,34.73159,-76.659531
Beaufort West Karoo Gateway Airport,QXW,FABW,South Africa,-32.301975,22.667305
Beaumont Jack Brooks Regional Airport,BPT,KBPT,United States,29.95083,-94.020599
Beaumont Municipal Airport,BMT,KBMT,United States,30.0707,-94.215797
Beaune Challanges Airport,QFG,LFGF,France,47.007076,4.894066
Beaver Airport,WBQ,PAWB,United States,66.362198,-147.406998
Beaver County Airport,BFP,KBVI,United States,40.772499,-80.391403
Bechar Boudghene Ben Ali Lotfi Airport,CBH,DAOR,Algeria,31.645412,-2.279816
Beckley Raleigh County Memorial Airport,BKW,KBKW,United States,37.784916,-81.125198
Bedford Hanscom Field,BED,KBED,United States,42.469952,-71.289001
Bedford Virgil I. Grissom Municipal Airport,BFR,KBFR,United States,38.838547,-86.441681
Bedourie Airport,BEU,YBIE,Australia,-24.345043,139.459488
Beef Island Terrance B. Lettsome Airport,EIS,TUPJ,Virgin Islands British,18.44483,-64.5429
Beersheba Airport,BEV,LLBS,Israel,31.286837,34.72298
Beersheba Nevatim Airbase,VTM,LLNV,Israel,31.2083,35.012299
Beida Al Abraq International Airport,LAQ,HLLQ,Libya,32.788612,21.964167
Beihai Fucheng Airport,BHY,ZGBH,China,21.53944,109.2938
Beijing Capital International Airport,PEK,ZBAA,China,40.084152,116.592735
Beijing Daxing International Airport,PKX,ZBAD,China,39.509167,116.410553
Beira Airport,BEW,FQBR,Mozambique,-19.7964,34.907551
Beirut Rafic Hariri International Airport,BEY,OLBA,Lebanon,33.82093,35.48838
Beja International Airport,BYJ,LPBJ,Portugal,38.078888,-7.9325
Bejaia Soummam Airport,BJA,DAAE,Algeria,36.71199,5.069922
Belaya Gora Airport,BGN,UESG,Russia,68.556946,146.234726
Belem Val de Cans International Airport,BEL,SBBE,Brazil,-1.37925,-48.4762
Belfast City George Best Airport,BHD,EGAC,United Kingdom,54.61805,-5.8725
Belfast International Airport,BFS,EGAA,United Kingdom,54.657501,-6.21583
Belgaum Airport,IXG,VOBM,India,15.85928,74.618294
Belgorod International Airport,EGO,UUOB,Russia,50.643127,36.59206
Belgrade Nikola Tesla Airport,BEG,LYBE,Serbia,44.818439,20.30913
Belize City Philip S. W. Goldson International Airport,BZE,MZBZ,Belize,17.539141,-88.308197
Belize City Sir Barry Bowen Municipal Airport,TZA,MZBE,Belize,17.516512,-88.194695
Bella Bella Campbell Island Airport,ZEL,CBBC,Canada,52.183739,-128.155624
Bella Coola Airport,QBC,CYBD,Canada,52.387501,-126.595833
Bellaire Antrim County Airport,ACB,KACB,United States,44.988602,-85.198402
Bellburn Airport,BXF,YBEB,Australia,-17.545,128.304993
Belle Ile En Mer Airport,BIC,LFEA,France,47.325184,-3.201334
Belleville MidAmerica St. Louis Airport,BLV,KBLV,United States,38.54517,-89.835098
Bellevue Airport,QBU,YBLU,Australia,-27.612551,120.594467
Bellingham International Airport,BLI,KBLI,United States,48.79269,-122.537003
Bellona Anua Airport,BNY,AGGB,Solomon Islands,-11.302054,159.798065
Belluno Airport,BLX,LIDB,Italy,46.166378,12.250014
Belmar Monmouth Executive Airport,BLM,KBLM,United States,40.186668,-74.124443
Belmonte Airport,BVM,SNBL,Brazil,-15.871267,-38.871662
Belmopan Hector Silva Airport,BCV,MZBP,Belize,17.269464,-88.776138
Belo Horizonte Pampulha Airport,PLU,SBBH,Brazil,-19.851101,-43.9506
Belo Horizonte Tancredo Neves International Airport,CNF,SBCF,Brazil,-19.634266,-43.968307
Beloyarsk Airport,EYK,USHQ,Russia,63.683056,66.68306
Beluga Airport,BVU,PABG,United States,61.172283,-151.043472
Bembridge Airport,BBP,EGHJ,United Kingdom,50.678055,-1.109444
Bemidji Regional Airport,BJI,KBJI,United States,47.509315,-94.932854
Benalla Airport,BLN,YBLA,Australia,-36.551899,146.007004
Benbecula Airport,BEB,EGPL,United Kingdom,57.48111,-7.36277
Bend Municipal Airport,QSN,KBDN,United States,44.095383,-121.200256
Bendigo Airport,BXG,YBDG,Australia,-36.739399,144.330002
Bengaluru Kempegowda International Airport,BLR,VOBL,India,13.198889,77.705559
Benghazi Benina International Airport,BEN,HLLB,Libya,32.095215,20.26874
Bengkulu Fatmawati Soekarno Airport,BKS,WIGG,Indonesia,-3.8637,102.338997
Benguela Airport,BUG,FNBG,Angola,-12.609,13.40371
Beni Airport,BNC,FZNP,Democratic Republic Of The Congo,0.576373,29.47238
Beni Mellal Airport,BEM,GMMD,Morocco,32.400002,-6.316667
Benin Airport,BNI,DNBE,Nigeria,6.316981,5.599503
Benton Harbor Southwest Michigan Regional Airport,BEH,KBEH,United States,42.128601,-86.428497
Bentonville Municipal Airport,QTV,KVBT,United States,36.345627,-94.219337
Bentonville Northwest Arkansas National Airport,XNA,KXNA,United States,36.28186,-94.306801
Bequia J.F. Mitchell Airport,BQU,TVSB,Saint Vincent And The Grenadines,12.9884,-61.262001
Berbera Airport,BBO,HCMI,Somalia,10.38916,44.941101
Berens River Airport,YBV,CYBV,Canada,52.358696,-97.021408
Bergen Flesland Airport,BGO,ENBR,Norway,60.293381,5.218142
Bergen op Zoom Woensdrecht Air Base Airport,WOE,EHWO,Netherlands,51.4491,4.34203
Bergerac Dordogne Perigord Airport,EGC,LFBE,France,44.824429,0.520525
Berlevag Airport,BVG,ENBV,Norway,70.871429,29.03253
Berlin Brandenburg Airport,BER,EDDB,Germany,52.362877,13.503722
Berlin Regional Airport,BML,KBML,United States,44.575401,-71.175926
Bermuda L.F. Wade International Airport,BDA,TXKF,Bermuda,32.36404,-64.678703
Bern Airport,BRN,LSZB,Switzerland,46.914101,7.497153
Bertoua Airport,BTA,FKKO,Cameroon,4.548611,13.72611
Beru Airport,BEZ,NGBR,Kiribati,-1.35472,176.006897
Beryozovo Airport,EZV,USHB,Russia,63.924583,65.044853
Besancon La Veze Airport,QYB,LFQM,France,47.2066,6.08368
Beslan Airport,OGZ,URMO,Russia,43.205002,44.606667
Bessemer Airport,QSY,KEKY,United States,33.312534,-86.926369
Bethel Airport,BET,PABE,United States,60.77977,-161.837997
Bettles Airport,BTT,PABT,United States,66.91394,-151.529007
Beverley Airport,QBB,YBEE,Australia,-30.18965,139.555725
Beverly Regional Airport,BVY,KBVY,United States,42.584202,-70.916496
Beziers Cap d'Agde Airport,BZR,LFMU,France,43.323421,3.353397
Bhadrapur Airport,BDP,VNCG,Nepal,26.570801,88.079597
Bhamo Banmaw Airport,BMO,VYBM,Myanmar (Burma),24.268354,97.249054
Bharatpur Airport,BHR,VNBP,Nepal,27.678049,84.429443
Bhavnagar Airport,BHU,VABV,India,21.752199,72.185181
Bhojpur Airport,BHP,VNBJ,Nepal,27.14739,87.051117
Bhopal Raja Bhoj Airport,BHO,VABP,India,23.28746,77.337372
Bhubaneswar Biju Patnaik International Airport,BBI,VEBS,India,20.247379,85.815552
Bhuj Airport,BHJ,VABJ,India,23.287821,69.670143
Biak Frans Kaisiepo Airport,BIK,WABB,Indonesia,-1.19001,136.107895
Biala Podlaska Airport,BXP,EPBP,Poland,52.003056,23.143612
Bialystok Krywlany Airport,QPY,EPBK,Poland,53.104107,23.177633
Biarritz Pays Basque Airport,BIQ,LFBZ,France,43.468391,-1.523171
Bidar Airport,IXX,VOBR,India,17.908081,77.487144
Bielefeld Airport,BFE,EDLI,Germany,51.964722,8.544444
Biella Cerrione Airport,QIC,LILE,Italy,45.495239,8.102928
Bielsko-Biala Kaniow Airport,QMK,EPKW,Poland,49.941589,19.019758
Big Bear City Airport,RBF,KL35,United States,34.263809,-116.853622
Big Rapids Roben Hood Airport,WBR,KRQB,United States,43.724476,-85.504463
Big Spring Mc Mahon Wrinkle Airport,HCA,KBPG,United States,32.214962,-101.521271
Big Trout Lake Airport,YTL,CYTL,Canada,53.817501,-89.896896
Bijie Feixiong Airport,BFJ,ZUBJ,China,27.266666,105.479164
Bikaner Nal Airport,BKB,VIBK,India,28.070601,73.207199
Bilaspur Airport,PAB,VEBU,India,21.988333,82.111115
Bilbao Airport,BIO,LEBB,Spain,43.30109,-2.9106
Bildudalur Airport,BIU,BIBD,Iceland,65.641388,-23.54611
Billiluna Airport,BIW,YBIL,Australia,-19.565607,127.674767
Billings Logan International Airport,BIL,KBIL,United States,45.808586,-108.539894
Billund Airport,BLL,EKBI,Denmark,55.740318,9.151778
Biloela Airport,ZBL,YBLE,Australia,-24.320505,150.510651
Biloxi Keesler Air Force Base,BIX,KBIX,United States,30.411135,-88.923882
Bima Sultan Muhammad Salahudin Airport,BMU,WADB,Indonesia,-8.53964,118.687302
Bingol Airport,BGG,LTCU,Turkey,38.861111,40.592499
Bintulu Airport,BTU,WBGB,Malaysia,3.12385,113.020401
Bintuni Stenkol Airport,NTI,WASB,Indonesia,-2.101895,133.515381
Birao Airport,IRO,FEFI,Central African Republic,10.236612,22.715738
Biratnagar Airport,BIR,VNVT,Nepal,26.484159,87.264442
Birch Creek Airport,KBC,KZ91,United States,66.27504,-145.817902
Birdsville Airport,BVI,YBDV,Australia,-25.898333,139.343338
Birjand International Airport,XBJ,OIMB,Iran,32.898048,59.266109
Birmingham Airport,BHX,EGBB,United Kingdom,52.45385,-1.74802
Birmingham Shuttlesworth International Airport,BHM,KBHM,United States,33.563629,-86.756027
Bisbee Douglas International,DUG,KDUG,United States,31.463676,-109.604416
Bisbee Municipal Airport,BSQ,KP04,United States,31.368324,-109.88414
Biscarrosse Parentis Airport,QFS,LFBS,France,44.368183,-1.132075
Bisha Domestic Airport,BHH,OEBH,Saudi Arabia,19.98435,42.62088
Bishkek Manas International Airport,BSZ,UCFM,Kyrgyzstan,43.061298,74.477547
Bishop Eastern Sierra Regional Airport,BIH,KBIH,United States,37.3731,-118.363998
Biskra Airport,BSK,DAUB,Algeria,34.793282,5.738231
Bismarck Municipal Airport,BIS,KBIS,United States,46.774479,-100.758209
Bissau Osvaldo Vieira International Airport,OXB,GGOV,Guinea-Bissau,11.8947,-15.6536
Bitburg Airport,BBJ,EDRB,Germany,49.945332,6.565
Black Tickle Airport,YBI,CCE4,Canada,53.469334,-55.785965
Blackall Airport,BKQ,YBCK,Australia,-24.4277,145.428604
Blackbushe Airport,BBS,EGLK,United Kingdom,51.323879,-0.8475
Blackpool International Airport,BLK,EGNH,United Kingdom,53.772106,-3.038085
Blacksburg Virginia Tech Montgomery Executive Airport,BCB,KBCB,United States,37.2076,-80.407799
Blackwater Airport,BLT,YBTR,Australia,-23.602255,148.806091
Blagoveshchensk Ignatyevo Airport,BQS,UHBB,Russia,50.425388,127.412399
Blair Executive Airport,QST,KBTA,United States,41.414906,-96.109062
Blanding Municipal Airport,BDG,KBDG,United States,37.583233,-109.483215
Blantyre Chileka International Airport,BLZ,FWCL,Malawi,-15.67901,34.973969
Blenheim Woodbourne Airport,BHE,NZWB,New Zealand,-41.517879,173.868546
Blimbingsari Airport,BWX,WADY,Indonesia,-8.31,114.340279
Block Island Airport,BID,KBID,United States,41.169434,-71.579613
Bloemfontein Airport,BFN,FABL,South Africa,-29.092699,26.302441
Blois Le Breuil Airport,QYO,LFOQ,France,47.678616,1.208735
Blonduos Airport,BLO,BIBL,Iceland,65.644997,-20.2875
Bloomington Central Illinois Regional Airport,BMI,KBMI,United States,40.477112,-88.915901
Bloomington Monroe County Airport,BMG,KBMG,United States,39.139999,-86.610001
Blountville Tri-Cities Regional Airport,TRI,KTRI,United States,36.47522,-82.407402
Bluefield Mercer County Airport,BLF,KBLF,United States,37.295696,-81.20771
